id,sleep_switches,steps,time,sleep_time,energy_consumption,cell_traffic,cell_dropped_traffic,num_requests,disconnects,num_rejects,ant_switches,avg_pc,avg_tx_power,avg_num_ants,avg_sum_rate,avg_req_sum_rate,avg_serving_ues,avg_queued_ues,avg_covered_ues,avg_sleep_ratios,avg_reject_rate,avg_cell_drop_ratio,avg_cell_data_rate,avg_sleep_switch_fps,avg_ant_switch_fps
0,[13689. 13684.  1647.     0.],20161.0,403.19999999737746,[151.82  169.704  81.676   0.   ],37963.36568046122,37087500000.0,1509182804.0009038,149311.0,294321.0,125208.0,112.0,94.15050265477927,5.463498834384013,63.973017211447846,45.14567663271063,14.71882702264823,1.7511036158920688,0.016715440702346113,3.7016517037845347,[0.377 0.421 0.203 0.   ],0.8385718399849977,0.04069249218741904,91982886.90536019,[33.951 33.938  4.085  0.   ],0.2777777777795845
1,[14472. 14472.     0.     0.],20161.0,403.19999999737746,[168.408 234.792   0.      0.   ],42837.51069430292,72463500000.0,4657014686.112312,245273.0,491845.0,197619.0,456.0,106.23855635708402,5.986885571153101,62.74986359803581,55.69692757952197,33.66589518121606,2.4977927682158625,0.040275779971231586,8.018005059272854,[0.418 0.582 0.    0.   ],0.8057103717082598,0.0642670404563996,179720982.1440261,[35.893 35.893  0.     0.   ],1.130952380959737
2,[16350. 16350.     0.     0.],20161.0,403.19999999737746,[157.668 245.532   0.      0.   ],41576.829856990684,54099000000.0,4519421858.984298,288763.0,462697.0,245623.0,200.0,103.11202285846583,5.482981994941523,63.89087842864937,50.9883422115625,32.68183301513768,2.313724517633054,0.01448340856108328,6.39467288328952,[0.391 0.609 0.    0.   ],0.8506041286452904,0.08353984101340686,134174107.14372985,[40.551 40.551  0.     0.   ],0.49603174603497235
3,[1.279e+04 1.279e+04 1.000e+00 0.000e+00],20161.0,403.19999999737746,[1.647e+02 2.385e+02 2.900e-02 0.000e+00],42856.51872356748,73057500000.0,4825135738.945273,235892.0,495988.0,187747.0,160.0,106.28569694848461,5.917365210059823,63.159367094886164,55.20370031020372,34.39921102112467,2.515103417489212,0.047963890680025795,8.228907296265065,[4.085e-01 5.915e-01 7.192e-05 0.000e+00],0.7959023620979092,0.06604572752893643,181194196.42974997,[3.172e+01 3.173e+01 2.480e-03 0.000e+00],0.3968253968279779
4,[13661. 13695.  1623.     0.],20161.0,403.19999999737746,[153.336 165.787  84.077   0.   ],38336.65740795306,36934500000.0,1566982903.6702538,136134.0,290638.0,111609.0,200.0,95.07627947014403,5.532900153763033,63.90159218292744,46.05624731433105,16.465756977762993,1.7869153315807749,0.01726104855909925,3.699469272357522,[0.38  0.411 0.209 0.   ],0.8198466217109612,0.04242599476560543,91603422.61964343,[33.881 33.966  4.025  0.   ],0.49603174603497235
5,[17005. 17005.     0.     0.],20161.0,403.19999999737746,[152.614 250.586   0.      0.   ],40146.16358835585,55279500000.0,2965977744.0331473,207654.0,446993.0,171260.0,104.0,99.56391941956001,5.251564902535346,63.95853380288676,48.58110544983807,21.879770442481963,1.9733148157333467,0.012350577848321016,5.890729626506622,[0.379 0.621 0.    0.   ],0.8247373033989233,0.05365420714791464,137101934.52470127,[42.175 42.175  0.     0.   ],0.2579365079381856
6,[6.935e+03 8.644e+03 2.104e+03 2.000e+00],20161.0,403.19999999737746,[ 94.698 152.038 156.244   0.22 ],33553.34808336492,40023000000.0,3498600173.929126,145077.0,381895.0,116267.0,2328.0,83.21350152116074,2.187788304151554,25.992361490005457,30.009899686244307,30.165882276095516,1.9799117107286346,0.04488864639650811,5.750706810178067,[0.235 0.377 0.388 0.001],0.801415799885578,0.08741474087222662,99263392.8577885,[1.720e+01 2.144e+01 5.218e+00 4.960e-03],5.773809523847079
7,[ 9688. 11295.  2078.     0.],20161.0,403.19999999737746,[131.946 159.681 111.573   0.   ],38606.066245091075,64182000000.0,6509616310.075516,298863.0,506272.0,248898.0,8348.0,95.74442300750579,4.260542631814309,42.197510044144636,44.38319905043574,44.11921808136901,2.756361291602599,0.039382967114726455,8.830216755121274,[0.327 0.396 0.277 0.   ],0.8328163740576786,0.10142432940817543,159181547.62008297,[24.028 28.013  5.154  0.   ],20.70436507949975
8,[6876. 8842. 2090.    0.],20161.0,403.19999999737746,[ 95.748 177.175 130.277   0.   ],32899.28530225832,42469500000.0,3819787524.3410354,139684.0,412082.0,107852.0,3048.0,81.59140246578404,2.3190913149149734,26.69391399236149,30.555957290213293,29.226385757803683,1.9261941371955755,0.024800357125142603,6.14954615346461,[0.237 0.439 0.323 0.   ],0.7721142006242662,0.08994190005394542,105331101.19116129,[17.054 21.93   5.184  0.   ],7.559523809572979
9,[16117. 16117.     0.     0.],20161.0,403.19999999737746,[154.686 248.514   0.      0.   ],40614.48924189838,54232500000.0,2835651311.6209807,169258.0,392687.0,134527.0,96.0,100.72538376543264,5.339298645901268,63.94623282575269,49.65482571068336,23.2634293470462,2.1315410941917565,0.013044987847825009,5.735925797331482,[0.384 0.616 0.    0.   ],0.7948043814767988,0.052286937014170115,134505208.3342082,[39.973 39.973  0.     0.   ],0.23809523809678673
10,[14879. 14880.     0.     0.],20161.0,403.19999999737746,[143.51 259.69   0.     0.  ],39800.48513189343,54736500000.0,3717340233.2535377,240702.0,484234.0,201237.0,32.0,98.70662450248669,5.008918208422887,63.94285997718367,46.83548354079149,26.06521909172719,2.00694409999504,0.012400178562571302,6.153266207033381,[0.356 0.644 0.    0.   ],0.8360420769249944,0.06791337102762393,135755208.33421633,[36.902 36.905  0.     0.   ],0.07936507936559559
11,[13449. 13680.   581.     0.],20161.0,403.19999999737746,[174.196 212.075  16.929   0.   ],44820.79455546938,76542000000.0,6416928357.4395685,310222.0,500223.0,256085.0,2512.0,111.15717116082772,6.279172660087257,63.01433460641833,55.6627054307443,45.34460023222914,3.007688110708794,0.04092058925648529,9.473389216804723,[0.432 0.526 0.042 0.   ],0.8254894881729858,0.083835389164636,189836309.5250443,[33.356 33.929  1.441  0.   ],6.230158730199253
12,[12861. 13502.  1019.     0.],20161.0,403.19999999737746,[172.883 194.813  35.504   0.   ],43829.714248418095,71290500000.0,6936789224.322678,328397.0,516641.0,273837.0,6848.0,108.69925660536848,6.008908288280082,57.85784435295868,54.22917802501275,46.00192540065767,2.9590298100292642,0.048955904965031494,9.540598184613858,[0.429 0.483 0.088 0.   ],0.8338596272194935,0.09730313610260383,176811755.953531,[31.897 33.487  2.527  0.   ],16.984126984237456
13,[11139. 12520.  1900.     0.],20161.0,403.19999999737746,[153.207 149.107 100.886   0.   ],40757.078784175166,72175500000.0,6267965519.041063,274440.0,511229.0,222155.0,16184.0,101.07901092250154,5.368305143594701,50.24413471553991,50.2885273569654,43.36545782616085,2.854223500818412,0.04473984425375725,9.366549278309607,[0.38 0.37 0.25 0.  ],0.8094847689841131,0.08684339587590059,179006696.42973575,[27.626 31.052  4.712  0.   ],40.13888888914997
14,[15595. 15596.     0.     0.],20161.0,403.19999999737746,[150.81 252.39   0.     0.  ],40207.47780069545,53775000000.0,3416658938.934233,194218.0,454720.0,157469.0,96.0,99.71598085584863,5.281801497942314,63.898219334358416,46.582425441184434,25.599884776734925,2.0316452556916818,0.013392192847577006,6.002579237141015,[0.374 0.626 0.    0.   ],0.8107847882276616,0.0635361959820406,133370535.7151532,[38.678 38.681  0.     0.   ],0.23809523809678673
15,[16250. 16251.     0.     0.],20161.0,403.19999999737746,[152.897 250.303   0.      0.   ],40904.403701351235,54051000000.0,4205887073.750902,258186.0,469519.0,216982.0,248.0,101.44438197845024,5.302435395070428,63.851594662963144,48.64568994040282,29.54658954737883,2.2621397748127574,0.011556966420316452,6.3142701254898075,[0.379 0.621 0.    0.   ],0.8404096271680107,0.07781330731625506,134055059.52468146,[40.303 40.305  0.     0.   ],0.6150793650833658
16,[6.700e+03 8.476e+03 2.272e+03 5.000e+00],20161.0,403.19999999737746,[ 91.723 129.603 181.286   0.588],32556.71603217803,36766500000.0,3406243777.959314,143767.0,351411.0,116845.0,1944.0,80.74181844198002,1.9865284460096404,23.997222360001984,28.950952271033874,31.055198758930334,1.9275829571945835,0.03377808640444423,5.323694261197361,[0.227 0.321 0.45  0.001],0.8127386674271564,0.09264530966938148,91186755.95297407,[1.662e+01 2.102e+01 5.635e+00 1.240e-02],4.821428571459932
17,[ 8771. 10262.  2115.    53.],20161.0,403.19999999737746,[121.019 154.651 121.198   6.332],36111.9124938242,56179500000.0,6371450131.967217,282836.0,461622.0,236342.0,13756.0,89.5588326318628,3.570299092307157,35.52740439462328,39.868995310865095,43.403174520621285,2.581369971727593,0.059024849957839395,8.244283517682655,[0.3   0.384 0.301 0.016],0.8356149853625422,0.11341236806962002,139334077.38185865,[21.753 25.451  5.246  0.131],34.1170634922854
18,[6617. 8300. 1822.    0.],20161.0,403.19999999737746,[ 92.137 156.081 154.982   0.   ],34616.731743933866,45286500000.0,5547777727.593954,232200.0,490834.0,192780.0,2368.0,85.8507309754713,2.373374336590461,27.233966569118596,30.22228253834189,37.86621883764595,2.1823322255840485,0.05208074996279947,7.256088487674223,[0.229 0.387 0.384 0.   ],0.8302325581395349,0.12250400732213693,112317708.33406389,[16.411 20.585  4.519  0.   ],5.873015873054073
19,[16482. 16483.     0.     0.],20161.0,403.19999999737746,[163.139 240.061   0.      0.   ],41776.73131749144,53895000000.0,3774244839.7308025,212646.0,432171.0,173801.0,64.0,103.6077856194906,5.677178711374297,63.90436982292545,51.09106702721366,28.27996020479999,2.323843063340112,0.011556966420316452,6.197807648430137,[0.405 0.595 0.    0.   ],0.8173255081214789,0.07002959160832735,133668154.76277418,[40.878 40.88   0.     0.   ],0.15873015873119117
20,[16506. 16507.     0.     0.],20161.0,403.19999999737746,[158.145 245.055   0.      0.   ],41385.2033504314,48573000000.0,4301558286.89231,292651.0,471961.0,247856.0,568.0,102.63678227873314,5.410287188136283,63.254798869103716,52.834604634111166,34.433925904194986,2.4168444025593967,0.018897872129358662,5.770348693021179,[0.392 0.608 0.    0.   ],0.8469337196865891,0.08855862900978548,120468750.00078356,[40.938 40.94   0.     0.   ],1.4087301587393215
21,[16045. 16046.     0.     0.],20161.0,403.19999999737746,[156.995 246.205   0.      0.   ],42364.4443116808,52222500000.0,5163336587.245333,309238.0,499668.0,258918.0,1056.0,105.0653348337913,5.434055850404973,63.404791428996575,51.114596120873586,41.58919591392796,2.595158970289172,0.01726104855909925,6.485442190367541,[0.389 0.611 0.    0.   ],0.837277436796254,0.09887187682024669,129520089.28655672,[39.794 39.797  0.     0.   ],2.6190476190646543
22,[13994. 13995.     0.     0.],20161.0,403.19999999737746,[186.804 216.396   0.      0.   ],45775.18240476561,69022500000.0,6876020705.970878,350564.0,526361.0,291867.0,552.0,113.52408711067453,6.595188730718629,62.61653687813104,58.295875852978334,48.08191954012507,3.046277466395516,0.06482813352512276,8.858786766529438,[0.463 0.537 0.    0.   ],0.8325640967127258,0.0996199892204843,171186755.9534944,[34.707 34.71   0.     0.   ],1.3690476190565237
23,[17054. 17055.     0.     0.],20161.0,403.19999999737746,[163.722 239.478   0.      0.   ],42595.052910159706,52906500000.0,4918553652.866592,311363.0,475010.0,263629.0,568.0,105.63725239363023,5.682218143942092,63.879172660086304,53.30504517482579,36.749149912229,2.6018550667129605,0.01914587570061009,6.682158623084172,[0.406 0.594 0.    0.   ],0.8466934093003986,0.092966906766968,131216517.85799633,[42.297 42.299  0.     0.   ],1.4087301587393215
24,[17219. 17220.     0.     0.],20161.0,403.19999999737746,[161.157 242.043   0.      0.   ],41607.65864496885,49566000000.0,3891573516.681141,291003.0,441556.0,248945.0,328.0,103.18847935362386,5.586032438867911,63.76786865730867,54.10596159817205,31.399800125967793,2.4087594861366,0.013838599275829573,5.87138534794901,[0.4 0.6 0.  0. ],0.8554722803544981,0.07851296285117099,122931547.61984721,[42.706 42.708  0.     0.   ],0.8134920634973547
